Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-05-24),Price Override,Watchlist,Date Added,Notes
Roy Yugioh,YuGiOh,Nintendo DS Nightmare of Troubadour,Magician's Circle,NTR-EN003,Super Rare,Limited,Ungraded,Lightly Played,0,1,2.24,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Crisis,Mirage Knight,DCR-018,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,2.23,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Inferno Hammer (Capsule Monster Coliseum),CMC-EN002,Super Rare,Limited,Ungraded,Lightly Played,0,1,2.23,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Sneak Preview Series 1,Exchange of the Spirit,SP1-EN004,Ultra Rare,Limited,Ungraded,Lightly Played,0,1,2.22,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Chain Destruction,PSV-006,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.21,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Byser Shock,PGD-103,Ultra Rare,Unlimited,Ungraded,Near Mint,0,1,2.14,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Magical Hats,PSV-033,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,2.12,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Stone Statue of the Aztecs,AST-014,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.01,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Sanga of the Thunder,MRD-025,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.85,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Byser Shock,PGD-103,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,1.82,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Graverobber,PSV-008,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.78,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magician's Force,Skilled White Magician,MFC-064,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.73,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Duelist League Promo,Buster Blader,DL1-002,Super Rare,Limited,Ungraded,Lightly Played,0,1,1.73,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Necrovalley,PGD-084,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.72,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Confiscation,MRL-038,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.7,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Kazejin,MRD-026,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.68,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Freed the Matchless General,LOD-016,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,1.62,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Knight's Title (Reshef of Destruction),ROD-EN002,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.62,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Bazoo the Soul-Eater,LON-064,Super Rare,Unlimited,Ungraded,Near Mint,0,1,1.55,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Crisis,Terrorking Archfiend,DCR-072,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.5,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Barrel Behind the Door,PGD-095,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.39,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Tribute to The Doomed,MRD-057,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.35,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Bazoo the Soul-Eater,LON-064,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.32,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Imperial Order,PSV-104,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,1.22,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,De-Fusion,LON-097,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,1.21,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Fire Princess,LON-034,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,1.14,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Starter Deck: Yugi,Card Destruction,SDY-042,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.14,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Maha Vailo,MRL-012,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,1.07,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Great Dezard,PGD-020,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,1.06,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Ancient Sanctuary,The First Sarcophagus,AST-101,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,1.05,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Starter Deck: Joey,Penguin Soldier,SDJ-022,Super Rare,1st Edition,Ungraded,Near Mint,0,1,1.01,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Rise of Destiny,Divine Wrath,RDS-EN050,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,0.99,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Banisher of the Light,MRL-078,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,0.94,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Limiter Removal,PSV-064,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.89,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Starter Deck: Joey,Penguin Soldier,SDJ-022,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,0.86,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Riryoku (The Sacred Cards),TSC-002,Secret Rare,Limited,Ungraded,Lightly Played,0,2,0.83,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Black Pendant,MRL-003,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,0.78,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Structure Deck: Zombie Madness,Vampire Genesis,SD2-EN001,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,2,0.77,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Starter Deck: Kaiba Evolution,Kaiser Sea Horse,SKE-015,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,3,0.75,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,The Falsebound Kingdom,Goblin Fan,TFK-003,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,1,0.74,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Trap of Board Eraser,PGD-099,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,0.73,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Mask of Dispel,LON-017,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.72,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Statue of the Wicked,PGD-046,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,0.71,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Gravekeeper's Chief,PGD-065,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.65,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,Chaosrider Gustaph,IOC-018,Super Rare,Unlimited,Ungraded,Near Mint,0,1,0.62,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Mirror Wall,PSV-016,Super Rare,Unlimited,Ungraded,Heavily Played,0,1,0.61,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Ancient Sanctuary,The First Sarcophagus,AST-101,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.59,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Soul of the Duelist,Hallowed Life Barrier,SOD-EN060,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.59,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,Trap Jammer,IOC-110,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,0.58,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Parasite Paracide,PSV-003,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.57,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,D.D. Scout Plane,IOC-012,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.54,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,Chaosrider Gustaph,IOC-018,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.53,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Fairy Meteor Crush,PSV-063,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.49,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Backup Soldier,PSV-028,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.48,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Starter Deck: Pegasus,Gryphon Wing,SDP-050,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,0.48,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Rise of Destiny,Tragedy,RDS-EN049,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.23,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Rise of Destiny,Pikeru's Circle of Enchantment,RDS-EN057,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,0.2,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Starter Deck: Pegasus,Gryphon Wing,SDP-050,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,0.18,0,FALSE,2026-05-24,
