Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-05-24),Price Override,Watchlist,Date Added,Notes,PC URL,PC Ungraded (Raw),PC Grade 8,PC Grade 9,PC Note
Roy Yugioh,YuGiOh,Shonen Jump Magazine Promos,Red-Eyes B. Dragon (JMP-002),JMP-002,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.11,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-shonen-jump-promo/red-eyes-black-dragon-jmp-002,13.2,38.62,110.0,
Roy Yugioh,YuGiOh,Magician's Force,Chaos Command Magician,MFC-068,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.06,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/chaos-command-magician-mfc-068,7.8,30.0,69.95,
Roy Yugioh,YuGiOh,Magic Ruler,Toon Mermaid,MRL-072,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,6.99,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/toon-mermaid-mrl-072,9.0,36.0,48.97,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Nobleman of Crossout,PSV-034,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,6.91,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/nobleman-of-crossout-psv-034,6.55,10.23,24.92,
Roy Yugioh,YuGiOh,Metal Raiders,Change of Heart,MRD-060,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,6.86,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/change-of-heart-mrd-060,8.82,59.99,60.0,
Roy Yugioh,YuGiOh,Metal Raiders,Seven Tools of the Bandit,MRD-129,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,6.85,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/seven-tools-of-the-bandit-mrd-129,6.82,30.1,33.0,
Roy Yugioh,YuGiOh,Magician's Force,YZ-Tank Dragon,MFC-054,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,6.8,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/yz-tank-dragon-1st-edition-mfc-054,7.08,30.0,39.34,
Roy Yugioh,YuGiOh,Soul of the Duelist,Horus the Black Flame Dragon LV6,SOD-EN007,Super Rare,Unlimited,Ungraded,Near Mint,0,1,6.72,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/horus-the-black-flame-dragon-lv6-sod-en007,28.82,22.0,33.0,
Roy Yugioh,YuGiOh,Legacy of Darkness,Spear Dragon,LOD-035,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,6.69,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/spear-dragon-1st-edition-lod-035,9.14,9.1,35.0,
Roy Yugioh,YuGiOh,Pharaoh's Servant,The Legendary Fisherman,PSV-076,Ultra Rare,Unlimited,Ungraded,Near Mint,0,2,6.66,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/the-legendary-fisherman-psv-076,6.84,16.56,34.85,
Roy Yugioh,YuGiOh,2004 Collectors Tin,Obnoxious Celtic Guard,CT1-EN006,Secret Rare,Limited,Ungraded,Lightly Played,0,1,6.58,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=CT1-EN006%20Obnoxious%20Celtic%20Guard&type=prices,7.28,42.5,45.0,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Emissary of the Afterlife,AST-076,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,6.57,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/emissary-of-the-afterlife-ast-076,6.98,20.59,27.0,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Limiter Removal,PSV-064,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,6.43,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/limiter-removal-1st-edition-psv-064,4.18,16.22,31.9,
Roy Yugioh,YuGiOh,Dark Crisis,Blast Held by a Tribute,DCR-104,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,6.4,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/blast-held-by-a-tribute-1st-edition-dcr-104,5.41,25.0,54.99,
Roy Yugioh,YuGiOh,World Championship 2004: GBA Promo,Slate Warrior,WC4-003,Secret Rare,Limited,Ungraded,Near Mint,0,3,6.34,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=WC4-003%20Slate%20Warrior&type=prices,9.35,29.0,40.0,
Roy Yugioh,YuGiOh,The Falsebound Kingdom,Metalzoa,TFK-002,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,1,6.15,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=TFK-002%20Metalzoa&type=prices,8.0,37.42,42.76,
Roy Yugioh,YuGiOh,Magic Ruler,Axe of Despair,MRL-002,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,6.13,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/axe-of-despair-mrl-002,4.94,14.36,21.75,
Roy Yugioh,YuGiOh,Dark Crisis,Judgment of Anubis,DCR-105,Secret Rare,1st Edition,Ungraded,Lightly Played,0,1,6.13,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/judgment-of-anubis-1st-edition-dcr-105,13.66,33.3,61.63,
Roy Yugioh,YuGiOh,Legacy of Darkness,Luster Dragon,LOD-050,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,6.12,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/luster-dragon-1st-edition-lod-050,8.0,30.0,31.99,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Don Zaloog,PGD-029,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,6.02,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/don-zaloog-pgd-029,6.76,13.73,60.19,
Roy Yugioh,YuGiOh,Duelist of the Roses,Gamma the Magnet Warrior,DOR-003,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,6.01,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=DOR-003%20Gamma%20the%20Magnet%20Warrior&type=prices,7.0,23.25,44.06,
Roy Yugioh,YuGiOh,Invasion of Chaos,D.D. Scout Plane,IOC-012,Super Rare,1st Edition,Ungraded,Near Mint,0,1,5.89,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/dd-scout-plane-1st-edition-ioc-012,4.67,8.99,22.25,
Roy Yugioh,YuGiOh,Starter Deck: Pegasus,Graceful Charity,SDP-040,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,5.84,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-pegasus/graceful-charity-sdp-040,5.0,20.35,24.61,
Roy Yugioh,YuGiOh,Legacy of Darkness,Drop Off,LOD-097,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.76,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/drop-off-1st-edition-lod-097,6.64,18.97,35.0,
Roy Yugioh,YuGiOh,Soul of the Duelist,Horus the Black Flame Dragon LV6,SOD-EN007,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,5.71,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/horus-the-black-flame-dragon-lv6-sod-en007,28.82,22.0,33.0,
Roy Yugioh,YuGiOh,Magician's Force,Skilled Dark Magician,MFC-065,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,5.7,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/skilled-dark-magician-mfc-065,6.17,22.17,24.0,
Roy Yugioh,YuGiOh,Pharaoh's Servant,The Legendary Fisherman,PSV-076,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,5.66,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/the-legendary-fisherman-psv-076,6.84,16.56,34.85,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Blowback Dragon,AST-022,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,5.64,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/blowback-dragon-ast-022,7.0,21.7,38.91,
Roy Yugioh,YuGiOh,Magic Ruler,Black Pendant,MRL-003,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.55,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/black-pendant-1st-edition-mrl-003,5.62,19.75,29.09,
Roy Yugioh,YuGiOh,Soul of the Duelist,Mobius the Frost Monarch,SOD-EN022,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.53,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/mobius-the-frost-monarch-ultimate-rare-1st-edition-sod-en022,61.19,83.74,151.67,
Roy Yugioh,YuGiOh,Dark Crisis,Kaiser Glider,DCR-051,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,5.51,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/kaiser-glider-1st-edition-dcr-051,6.71,35.0,43.63,
Roy Yugioh,YuGiOh,Legacy of Darkness,Fiend Skull Dragon,LOD-039,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.45,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/fiend-skull-dragon-1st-edition-lod-039,7.5,25.0,35.0,
Roy Yugioh,YuGiOh,World Championship 2004: GBA Promo,Slate Warrior,WC4-003,Secret Rare,Limited,Ungraded,Lightly Played,0,1,5.39,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=WC4-003%20Slate%20Warrior&type=prices,9.35,29.0,40.0,
Roy Yugioh,YuGiOh,Dark Crisis,Mirage Knight,DCR-018,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.39,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/mirage-knight-1st-edition-dcr-018,6.05,29.6,54.49,
Roy Yugioh,YuGiOh,Magic Ruler,Giant Trunade,MRL-048,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,5.36,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/giant-trunade-mrl-048,6.0,40.25,44.0,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Byser Shock,PGD-103,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,5.36,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/byser-shock-1st-edition-pgd-103,7.13,23.48,32.99,
Roy Yugioh,YuGiOh,The Legend of Blue Eyes White Dragon,Raigeki,LOB-053,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,5.3,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legend-of-blue-eyes-white-dragon/raigeki-lob-053,6.68,24.99,38.0,
Roy Yugioh,YuGiOh,Magic Ruler,Invader of the Throne,MRL-026,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.19,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/invader-of-the-throne-1st-edition-mrl-026,6.05,10.25,23.99,
Roy Yugioh,YuGiOh,Nintendo DS Nightmare of Troubadour,Silent Magician LV4,NTR-EN001,Super Rare,Limited,Ungraded,Lightly Played,0,1,5.05,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=NTR-EN001%20Silent%20Magician%20LV4&type=prices,5.99,6.67,29.99,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Necrovalley,PGD-084,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.02,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/necrovalley-1st-edition-pgd-084,6.25,28.72,32.0,
Roy Yugioh,YuGiOh,Invasion of Chaos,D.D. Scout Plane,IOC-012,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.01,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/dd-scout-plane-1st-edition-ioc-012,4.67,8.99,22.25,
Roy Yugioh,YuGiOh,Eternal Duelist Soul,Skull Dice,EDS-003,Secret Rare,Limited,Ungraded,Lightly Played,0,2,4.98,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=EDS-003%20Skull%20Dice&type=prices,6.24,25.0,55.85,
Roy Yugioh,YuGiOh,Legacy of Darkness,Reinforcement of the Army,LOD-028,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,4.92,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/reinforcement-of-the-army-lod-028,7.5,16.65,18.0,
Roy Yugioh,YuGiOh,Invasion of Chaos,Freed the Brave Wanderer,IOC-014,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,4.92,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/freed-the-brave-wanderer-1st-edition-ioc-014,4.49,20.53,40.0,
Roy Yugioh,YuGiOh,Rise of Destiny,Monster Reincarnation,RDS-EN045,Super Rare,1st Edition,Ungraded,Lightly Played,0,3,4.9,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-rise-of-destiny/monster-reincarnation-ultimate-rare-1st-edition-rds-en045,57.25,57.14,127.93,
Roy Yugioh,YuGiOh,Soul of the Duelist,Mystic Swordsman LV4,SOD-EN012,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,4.82,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/mystic-swordsman-lv4-1st-edition-sod-en012,5.68,9.99,22.6,
Roy Yugioh,YuGiOh,Structure Deck: Dragon's Roar,Red-Eyes Darkness Dragon,SD1-EN001,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,4.79,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-structure-deck-dragon%27s-roar/red-eyes-darkness-dragon-1st-edition-sd1-en001,4.43,50.0,55.0,
Roy Yugioh,YuGiOh,Magic Ruler,Megamorph,MRL-061,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,3,4.71,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/megamorph-mrl-061,4.81,25.07,27.36,
Roy Yugioh,YuGiOh,Dark Crisis,Reflect Bounder,DCR-012,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,4.65,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/reflect-bounder-dcr-012,6.32,2.91,48.83,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Mirage of Nightmare,PGD-036,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,4.65,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/mirage-of-nightmare-1st-edition-pgd-036,4.84,10.31,13.44,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Curse of Anubis,AST-105,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,4.52,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/curse-of-anubis-1st-edition-ast-105,6.45,15.56,25.0,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Magic Cylinder,LON-104,Secret Rare,Unlimited,Ungraded,Damaged,0,2,4.44,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/magic-cylinder-lon-104,8.25,42.38,64.9,
Roy Yugioh,YuGiOh,Pharaoh's Servant,The Fiend Megacyber,PSV-100,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,4.44,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/the-fiend-megacyber-psv-100,4.14,29.95,37.5,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Mage Power,LON-050,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,4.39,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/mage-power-lon-050,5.44,17.58,23.4,
Roy Yugioh,YuGiOh,Flaming Eternity,Silent Swordsman LV5,FET-EN008,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,4.31,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-flaming-eternity/silent-swordsman-lv5-ultimate-rare-fet-en008,28.04,56.34,76.0,
Roy Yugioh,YuGiOh,Power of Chaos: Yugi the Destiny,Anti-Spell Fragrance,PCY-002,Secret Rare,Unlimited,Ungraded,Lightly Played,0,4,4.29,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=PCY-002%20Anti-Spell%20Fragrance&type=prices,5.3,15.0,30.03,
Roy Yugioh,YuGiOh,Dark Crisis,Terrorking Archfiend,DCR-072,Super Rare,1st Edition,Ungraded,Lightly Played,0,3,4.22,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/terrorking-archfiend-1st-edition-dcr-072,4.28,13.81,25.25,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Goblin Attack Force,PSV-094,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,4.21,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/goblin-attack-force-psv-094,6.74,28.82,49.07,
Roy Yugioh,YuGiOh,Invasion of Chaos,D.D. Designator,IOC-039,Super Rare,1st Edition,Ungraded,Lightly Played,0,3,4.18,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/dd-designator-1st-edition-ioc-039,5.23,10.95,19.5,
Roy Yugioh,YuGiOh,Legacy of Darkness,Fiend Skull Dragon,LOD-039,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,4.17,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/fiend-skull-dragon-lod-039,4.99,9.61,21.98,
Roy Yugioh,YuGiOh,Invasion of Chaos,Big Burn,IOC-047,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,4.12,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/big-burn-1st-edition-ioc-047,4.75,15.59,17.0,
Roy Yugioh,YuGiOh,McDonald's Promo,Takriminos,MP1-006,Super Rare,Limited,Ungraded,Lightly Played,0,1,4.01,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=MP1-006%20Takriminos&type=prices,4.97,29.63,55.29,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Great Dezard,PGD-020,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,4,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/great-dezard-1st-edition-pgd-020,5.85,22.38,34.89,
Roy Yugioh,YuGiOh,Rise of Destiny,Silent Swordsman LV3,RDS-EN009,Ultra Rare,1st Edition,Ungraded,Near Mint,0,1,3.87,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-rise-of-destiny/silent-swordsman-lv3-1st-edition-rds-en009,3.55,29.48,32.0,
Roy Yugioh,YuGiOh,Magic Ruler,The Forceful Sentry,MRL-045,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,3.85,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/the-forceful-sentry-mrl-045,4.76,11.5,16.5,
Roy Yugioh,YuGiOh,The Legend of Blue Eyes White Dragon,Dark Hole (Magic),LOB-052,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,3.79,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legend-of-blue-eyes-white-dragon/dark-hole-lob-052,3.82,23.91,55.67,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Knight's Title (Reshef of Destruction),ROD-EN002,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,3.74,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-reshef-of-destruction/knight%27s-title-rod-en002,3.2,18.02,30.0,
Roy Yugioh,YuGiOh,Duelist League Promo,Thousand-Eyes Restrict,DL1-001,Super Rare,Limited,Ungraded,Lightly Played,0,1,3.7,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-duelist-league-series-1/thousand-eyes-restrict-dl1-001,3.62,40.15,44.0,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Parasite Paracide,PSV-003,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,3.61,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/parasite-paracide-1st-edition-psv-003,4.98,24.86,40.0,
Roy Yugioh,YuGiOh,Metal Raiders,Magic Jammer,MRD-128,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,3.59,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/magic-jammer-mrd-128,4.47,24.46,29.99,
Roy Yugioh,YuGiOh,Legacy of Darkness,Marauding Captain,LOD-018,Ultra Rare,Unlimited,Ungraded,Near Mint,0,1,3.56,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/marauding-captain-lod-018,4.46,17.25,23.99,
Roy Yugioh,YuGiOh,McDonald's Promo,Dark-Piercing Light,MP1-015,Super Rare,Limited,Ungraded,Lightly Played,0,1,3.56,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=MP1-015%20Dark-Piercing%20Light&type=prices,4.07,14.92,22.11,
Roy Yugioh,YuGiOh,Soul of the Duelist,Mobius the Frost Monarch,SOD-EN022,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,3.43,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/mobius-the-frost-monarch-sod-en022,4.43,14.88,31.11,
Roy Yugioh,YuGiOh,2004 Collectors Tin,Command Knight,CT1-EN003,Secret Rare,Limited,Ungraded,Lightly Played,0,2,3.43,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=CT1-EN003%20Command%20Knight&type=prices,4.46,22.39,43.49,
Roy Yugioh,YuGiOh,Legacy of Darkness,Asura Priest,LOD-071,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,3.32,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/asura-priest-lod-071,4.0,19.5,19.62,
Roy Yugioh,YuGiOh,Rise of Destiny,Silent Swordsman LV3,RDS-EN009,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,3.29,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-rise-of-destiny/silent-swordsman-lv3-1st-edition-rds-en009,3.55,29.48,32.0,
Roy Yugioh,YuGiOh,Nintendo DS Nightmare of Troubadour,Silent Magician LV8,NTR-EN002,Super Rare,Limited,Ungraded,Lightly Played,0,1,3.26,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=NTR-EN002%20Silent%20Magician%20LV8&type=prices,4.41,13.87,57.45,
Roy Yugioh,YuGiOh,Magician's Force,Spell Shield Type-8,MFC-043,Super Rare,1st Edition,Ungraded,Lightly Played,0,3,3.24,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/spell-shield-type-8-1st-edition-mfc-043,3.19,22.14,29.49,
Roy Yugioh,YuGiOh,Legacy of Darkness,Exiled Force,LOD-023,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,3.11,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/exiled-force-lod-023,4.46,5.77,15.0,
Roy Yugioh,YuGiOh,Sneak Preview Series 1,Embodiment of Apophis,SP1-EN003,Ultra Rare,Limited,Ungraded,Near Mint,0,1,3.11,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=SP1-EN003%20Embodiment%20of%20Apophis&type=prices,3.74,11.16,54.86,
Roy Yugioh,YuGiOh,Starter Deck: Joey,Scapegoat,SDJ-041,Super Rare,1st Edition,Ungraded,Near Mint,0,1,3.08,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-joey/scapegoat-1st-edition-sdj-041,3.05,16.5,34.95,
Roy Yugioh,YuGiOh,Legacy of Darkness,Marauding Captain,LOD-018,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,3.03,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/marauding-captain-lod-018,4.46,17.25,23.99,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Book of Life,PGD-033,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,2.96,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/book-of-life-pgd-033,3.98,14.25,18.1,
Roy Yugioh,YuGiOh,Invasion of Chaos,Manticore of Darkness,IOC-067,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.95,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/manticore-of-darkness-ioc-067,3.9,14.19,37.39,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Teva (Capsule Monster Coliseum),CMC-EN003,Super Rare,Limited,Ungraded,Lightly Played,0,1,2.92,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=CMC-EN003%20Teva&type=prices,5.19,22.95,25.0,
Roy Yugioh,YuGiOh,Metal Raiders,Suijin,MRD-027,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,2.9,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/suijin-mrd-027,3.67,22.63,49.48,
Roy Yugioh,YuGiOh,Metal Raiders,Catapult Turtle,MRD-075,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,2.88,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/catapult-turtle-mrd-075,3.12,20.5,85.0,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Royal Command,LON-080,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.84,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/royal-command-lon-080,3.0,39.99,44.0,
Roy Yugioh,YuGiOh,World Championship 2004: GBA Promo,Fairy King Truesdale,WC4-001,Super Rare,Limited,Ungraded,Near Mint,0,1,2.84,0,False,2026-05-24,,https://www.pricecharting.com/search-products?q=WC4-001%20Fairy%20King%20Truesdale&type=prices,4.56,6.51,49.99,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Rope of Life,PGD-105,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,2.83,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/rope-of-life-1st-edition-pgd-105,4.58,16.5,37.82,
Roy Yugioh,YuGiOh,Legacy of Darkness,Twin-Headed Behemoth,LOD-063,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.81,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/twin-headed-behemoth-1st-edition-lod-063,4.25,15.31,22.52,
Roy Yugioh,YuGiOh,Invasion of Chaos,Reload,IOC-045,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.75,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/reload-1st-edition-ioc-045,3.58,17.93,46.72,
Roy Yugioh,YuGiOh,Magic Ruler,Black Illusion Ritual,MRL-051,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,2.68,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/black-illusion-ritual-mrl-051,3.78,4.88,35.84,
Roy Yugioh,YuGiOh,Dark Crisis,Butterfly Dagger - Elma,DCR-032,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.68,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/butterfly-dagger-elma-1st-edition-dcr-032,5.93,6.5,19.93,
