Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-05-24),Price Override,Watchlist,Date Added,Notes,PC URL,PC Ungraded (Raw),PC Grade 8,PC Grade 9,PC Note,TCGplayer Raw Price,Avg Ungraded,PSA 8 Spread,PSA 9 Spread,PC Grade 10,PSA 10 Profit,PSA 9 Net,PSA 8 Net
Roy Yugioh,YuGiOh,Soul of the Duelist,Horus the Black Flame Dragon LV8,SOD-EN008,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,10.8,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/horus-the-black-flame-dragon-lv8-ultimate-rare-sod-en008,163.4,718.51,790.0,,188.39,175.89499999999998,542.615,614.105,948.0,742.105,584.105,512.615
Roy Yugioh,YuGiOh,Cybernetic Revolution,Goblin Elite Attack Force (UTR),CRV-EN020,Ultimate Rare,1st Edition,Ungraded,Lightly Played,0,2,10.8,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-cybernetic-revolution/goblin-elite-attack-force-1st-edition-crv-en020,2.99,14.2,14.86,,7.81,5.4,8.799999999999999,9.46,30.26,-5.140000000000001,-20.54,-21.200000000000003
Roy Yugioh,YuGiOh,2003 Collectors Tin,XYZ-Dragon Cannon,BPT-010,Secret Rare,Limited,Ungraded,Lightly Played,0,2,10.52,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-2003-collector%27s-tin/xyz-dragon-cannon-bpt-010,7.05,20.0,39.5,,3.67,5.359999999999999,14.64,34.14,240.41,205.05,4.140000000000001,-15.36
Roy Yugioh,YuGiOh,Stairway to the Destined Duel,Sinister Serpent,SDD-002,Prismatic Secret Rare,Limited,Ungraded,Near Mint,0,1,10.29,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-worldwide-edition-stairway-to-the-destined-duel/sinister-serpent-sdd-002,9.75,26.46,36.17,,10.37,10.059999999999999,16.400000000000002,26.110000000000003,131.94,91.88,-3.889999999999997,-13.599999999999998
Roy Yugioh,YuGiOh,Starter Deck: Pegasus,Graceful Charity,SDP-040,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,10,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-pegasus/graceful-charity-1st-edition-sdp-040,7.0,20.89,45.26,,6.61,6.805,14.085,38.455,153.5,116.695,8.454999999999998,-15.915
Roy Yugioh,YuGiOh,Duelist of the Roses,Beta the Magnet Warrior,DOR-002,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,9.99,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-the-duelists-of-the-roses/beta-the-magnet-warrior-dor-002,8.14,29.99,39.0,,5.48,6.8100000000000005,23.18,32.19,226.74,189.93,2.1899999999999977,-6.82
Roy Yugioh,YuGiOh,Ancient Sanctuary,Emissary of the Afterlife,AST-076,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,9.78,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/emissary-of-the-afterlife-1st-edition-ast-076,10.88,17.06,26.79,,10.45,10.665,6.395,16.125,96.34,55.67500000000001,-13.875,-23.605
Roy Yugioh,YuGiOh,Pharaonic Guardian,Mystical Knight of Jackal,PGD-069,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,9.73,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/mystical-knight-of-jackal-1st-edition-pgd-069,8.98,34.78,50.84,,6.34,7.66,27.12,43.18000000000001,243.13,205.47,13.180000000000007,-2.879999999999999
Roy Yugioh,YuGiOh,Invasion of Chaos,Guardian Angel Joan,IOC-087,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,9.69,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/guardian-angel-joan-1st-edition-ioc-087,12.0,31.76,49.28,,7.72,9.86,21.9,39.42,286.65,246.78999999999996,9.420000000000002,-8.099999999999998
Roy Yugioh,YuGiOh,Destiny Board Traveler Promo,D.D. Assailant,DBT-EN002,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,9.67,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-destiny-board-traveler/dd-assailant-dbt-en002,10.09,0.99,19.2,,7.25,8.67,-7.68,10.53,107.5,68.83,-19.47,-37.68
Roy Yugioh,YuGiOh,Dawn of Destiny Xbox,Widespread Ruin,DOD-003,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,1,9.37,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-the-dawn-of-destiny/widespread-ruin-dod-003,9.09,24.55,24.99,,5.78,7.4350000000000005,17.115000000000002,17.555,135.0,97.565,-12.445,-12.884999999999998
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Salamandra (Dark Duel Stories),DDS-006,Secret Rare,Limited,Ungraded,Lightly Played,0,3,9.35,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-duel-stories/salamandra-dds-006,5.0,27.88,75.0,,2.9,3.95,23.93,71.05,267.0,233.05,41.05,-6.07
Roy Yugioh,YuGiOh,Pharaonic Guardian,Guardian Sphinx,PGD-025,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,9.26,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/guardian-sphinx-1st-edition-pgd-025,9.65,27.03,41.75,,2.6,6.125,20.905,35.625,255.0,218.875,5.625,-9.094999999999999
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Kycoo the Ghost Destroyer,LON-062,Super Rare,Unlimited,Ungraded,Near Mint,0,2,8.96,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/kycoo-the-ghost-destroyer-lon-062,9.08,22.06,31.44,,8.9,8.99,13.07,22.450000000000003,500.0,461.01,-7.549999999999997,-16.93
Roy Yugioh,YuGiOh,The Lost Millennium,Brain Control,TLM-EN038,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,8.88,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-the-lost-millennium/brain-control-ultimate-rare-1st-edition-tlm-en038,272.67,260.4,298.19,,8.66,140.66500000000002,119.73499999999996,157.52499999999998,809.0,638.335,127.52499999999998,89.73499999999996
Roy Yugioh,YuGiOh,Magician's Force,Z-Metal Tank,MFC-006,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,8.86,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/z-metal-tank-1st-edition-mfc-006,9.72,17.94,39.68,,4.41,7.065,10.875,32.615,380.0,342.935,2.615000000000002,-19.125
Roy Yugioh,YuGiOh,Pharaoh's Servant,Call Of The Haunted,PSV-012,Ultra Rare,Unlimited,Ungraded,Heavily Played,0,1,8.83,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/call-of-the-haunted-psv-012,12.17,13.5,22.5,,2.52,7.345,6.155,15.155,175.0,137.655,-14.844999999999999,-23.845
Roy Yugioh,YuGiOh,Stairway to the Destined Duel,Sinister Serpent,SDD-002,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,1,8.75,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-worldwide-edition-stairway-to-the-destined-duel/sinister-serpent-sdd-002,9.75,26.46,36.17,,8.77,9.26,17.200000000000003,26.910000000000004,131.94,92.67999999999999,-3.0899999999999963,-12.799999999999997
Roy Yugioh,YuGiOh,Starter Deck: Joey,Red-Eyes B. Dragon,SDJ-001,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,8.64,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-joey/red-eyes-black-dragon-sdj-001,9.02,69.11,148.14,,4.66,6.84,62.27,141.29999999999998,450.0,413.16,111.29999999999998,32.269999999999996
Roy Yugioh,YuGiOh,Pharaoh's Servant,Premature Burial,PSV-037,Ultra Rare,Unlimited,Ungraded,Moderately Played,0,1,8.58,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/premature-burial-psv-037,8.87,20.25,34.99,,3.87,6.369999999999999,13.88,28.620000000000005,65.22,28.85,-1.3799999999999955,-16.119999999999997
Roy Yugioh,YuGiOh,Dark Crisis,Interdimensional Matter Transporter,DCR-052,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,4,8.53,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/interdimensional-matter-transporter-1st-edition-dcr-052,7.11,8.25,34.67,,3.26,5.1850000000000005,3.0649999999999995,29.485,482.5,447.315,-0.5150000000000006,-26.935000000000002
Roy Yugioh,YuGiOh,Ancient Sanctuary,Zaborg the Thunder Monarch,AST-023,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,8.51,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/zaborg-the-thunder-monarch-ast-023,9.56,26.32,29.0,,4.91,7.235,19.085,21.765,422.1,384.865,-8.235,-10.915
Roy Yugioh,YuGiOh,Pharaonic Guardian,Question,PGD-104,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,8.42,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/question-1st-edition-pgd-104,6.69,23.29,45.0,,5.33,6.01,17.28,38.99,325.0,288.99,8.990000000000002,-12.719999999999999
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,The Masked Beast,LON-001,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,8.38,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/the-masked-beast-lon-001,8.04,25.08,39.86,,6.37,7.205,17.875,32.655,138.75,101.54499999999999,2.655000000000001,-12.125
Roy Yugioh,YuGiOh,Magician's Force,Y-Dragon Head,MFC-005,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,8.36,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/y-dragon-head-1st-edition-mfc-005,9.0,30.36,45.06,,5.59,7.295,23.065,37.765,271.25,233.95499999999998,7.765000000000001,-6.935000000000002
Roy Yugioh,YuGiOh,Duelist of the Roses,Alpha the Magnet Warrior,DOR-001,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,8.25,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-the-duelists-of-the-roses/alpha-the-magnet-warrior-dor-001,8.57,29.77,45.0,,4.24,6.405,23.365,38.595,167.55,131.145,8.594999999999999,-6.635000000000002
Roy Yugioh,YuGiOh,Metal Raiders,Heavy Storm,MRD-142,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,7.93,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/heavy-storm-mrd-142,7.45,12.0,31.49,,6.63,7.04,4.96,24.45,73.59,36.55,-5.550000000000001,-25.04
Roy Yugioh,YuGiOh,Legacy of Darkness,Spear Dragon,LOD-035,Super Rare,1st Edition,Ungraded,Near Mint,0,2,7.87,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/spear-dragon-1st-edition-lod-035,9.14,9.1,35.0,,8.27,8.705,0.3949999999999996,26.295,213.11,174.405,-3.7049999999999983,-29.605
Roy Yugioh,YuGiOh,World Championship 2005: 7 Trials to Glory,Silent Swordsman LV7,WC5-EN001,Ultra Rare,Limited,Ungraded,Lightly Played,0,1,7.8,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-7-trials-to-glory-world-championship-tournament-2005/silent-swordsman-lv7-wc5-en001,8.0,26.0,51.55,,5.05,6.525,19.475,45.025,87.5,50.974999999999994,15.024999999999999,-10.524999999999999
Roy Yugioh,YuGiOh,Magic Ruler,Snatch Steal,MRL-036,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,7.74,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/snatch-steal-mrl-036,9.0,17.13,21.25,,7.72,8.36,8.77,12.89,59.46,21.1,-17.11,-21.23
Roy Yugioh,YuGiOh,McDonald's Promo,Goddess of Whim,MP1-003,Super Rare,Limited,Ungraded,Lightly Played,0,2,7.67,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-mcdonald%27s/goddess-of-whim-mp1-003,6.94,45.36,50.0,,5.3,6.12,39.24,43.88,202.41,166.29,13.880000000000003,9.240000000000002
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Kycoo the Ghost Destroyer,LON-062,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,7.62,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/kycoo-the-ghost-destroyer-lon-062,9.08,22.06,31.44,,7.22,8.15,13.909999999999998,23.29,500.0,461.85,-6.710000000000001,-16.090000000000003
Roy Yugioh,YuGiOh,Metal Raiders,Barrel Dragon,MRD-126,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.61,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/barrel-dragon-mrd-126,8.99,35.38,52.5,,4.01,6.5,28.880000000000003,46.0,136.9,100.4,16.0,-1.1199999999999974
Roy Yugioh,YuGiOh,Metal Raiders,Time Wizard,MRD-065,Ultra Rare,Unlimited,Ungraded,Damaged,0,1,7.61,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/time-wizard-mrd-065,19.0,89.5,94.91,,5.33,12.165,77.33500000000001,82.745,457.4,415.23499999999996,52.745000000000005,47.33500000000001
Roy Yugioh,YuGiOh,Pharaonic Guardian,Book of Life,PGD-033,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,7.57,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/book-of-life-1st-edition-pgd-033,6.91,13.5,27.34,,7.08,6.995,6.505,20.345,120.56,83.565,-9.655000000000001,-23.495
Roy Yugioh,YuGiOh,Metal Raiders,Thousand Dragon,MRD-143,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,7.5,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/thousand-dragon-mrd-143,10.89,37.48,81.84,,6.22,8.555,28.925,73.285,349.34,310.78499999999997,43.285,-1.0750000000000028
Roy Yugioh,YuGiOh,Legacy of Darkness,Asura Priest,LOD-071,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,7.48,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/asura-priest-1st-edition-lod-071,8.94,15.5,31.0,,5.87,7.404999999999999,8.095,23.595,213.5,176.095,-6.405000000000001,-21.905
Roy Yugioh,YuGiOh,Dark Beginning 1,Makyura the Destructor,DB1-EN169,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,7.42,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-beginning-1/makyura-the-destructor-db1-en169,11.17,6.13,15.5,,4.94,8.055,-1.925,7.445,165.0,126.945,-22.555,-31.925
Roy Yugioh,YuGiOh,Magic Ruler,Relinquished,MRL-029,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,7.34,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/relinquished-mrl-029,7.41,45.0,48.0,,3.64,5.525,39.475,42.475,301.93,266.40500000000003,12.475000000000001,9.475000000000001
Roy Yugioh,YuGiOh,Stairway to the Destined Duel,Harpie's Feather Duster,SDD-003,Secret Rare,Limited,Ungraded,Lightly Played,0,2,7.27,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-worldwide-edition-stairway-to-the-destined-duel/harpie%27s-feather-duster-sdd-003,10.0,27.5,62.37,,5.39,7.695,19.805,54.675,203.5,165.805,24.674999999999997,-10.195
Roy Yugioh,YuGiOh,Legacy of Darkness,Airknight Parshath,LOD-062,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.25,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/airknight-parshath-lod-062,9.71,12.5,49.97,,5.64,7.675000000000001,4.824999999999999,42.295,51.7,14.025000000000006,12.295000000000002,-25.175
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Destiny Board,LON-088,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.18,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/destiny-board-lon-088,7.99,34.99,38.0,,5.66,6.825,28.165000000000003,31.175,145.0,108.17500000000001,1.1750000000000007,-1.8349999999999973
Roy Yugioh,YuGiOh,Ancient Sanctuary,Enemy Controller,AST-037,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,3,7.15,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/enemy-controller-ast-037,9.61,12.0,23.53,,5.43,7.52,4.48,16.01,414.58,377.06,-13.989999999999998,-25.52
Roy Yugioh,YuGiOh,Pharaonic Guardian,Lava Golem,PGD-107,Secret Rare,Unlimited,Ungraded,Moderately Played,0,1,7.12,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/lava-golem-pgd-107,8.0,35.0,110.0,,3.96,5.98,29.02,104.02,276.76,240.77999999999997,74.02,-0.9800000000000004
Roy Yugioh,YuGiOh,Shonen Jump Magazine Promos,Red-Eyes B. Dragon (JMP-002),JMP-002,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.11,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-shonen-jump-promo/red-eyes-black-dragon-jmp-002,13.2,38.62,110.0,,4.22,8.709999999999999,29.91,101.29,300.0,261.29,71.29,-0.09000000000000341
Roy Yugioh,YuGiOh,Magician's Force,Chaos Command Magician,MFC-068,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.06,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/chaos-command-magician-mfc-068,7.8,30.0,69.95,,3.56,5.68,24.32,64.27000000000001,300.0,264.32,34.27000000000001,-5.68
Roy Yugioh,YuGiOh,Magic Ruler,Toon Mermaid,MRL-072,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,6.99,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/toon-mermaid-mrl-072,9.0,36.0,48.97,,6.61,7.805,28.195,41.165,199.99,162.185,11.165,-1.8049999999999997
Roy Yugioh,YuGiOh,Pharaoh's Servant,Nobleman of Crossout,PSV-034,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,6.91,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/nobleman-of-crossout-psv-034,6.55,10.23,24.92,,5.09,5.82,4.41,19.1,325.13,289.31,-10.899999999999999,-25.59
Roy Yugioh,YuGiOh,Metal Raiders,Change of Heart,MRD-060,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,6.86,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/change-of-heart-mrd-060,8.82,59.99,60.0,,4.54,6.68,53.31,53.32,399.0,362.32,23.32,23.310000000000002
Roy Yugioh,YuGiOh,Metal Raiders,Seven Tools of the Bandit,MRD-129,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,6.85,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/seven-tools-of-the-bandit-mrd-129,6.82,30.1,33.0,,5.07,5.945,24.155,27.055,76.0,40.05500000000001,-2.9450000000000003,-5.844999999999999
Roy Yugioh,YuGiOh,Magician's Force,YZ-Tank Dragon,MFC-054,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,6.8,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/yz-tank-dragon-1st-edition-mfc-054,7.08,30.0,39.34,,4.55,5.8149999999999995,24.185,33.525000000000006,395.29,359.475,3.5250000000000057,-5.814999999999998
Roy Yugioh,YuGiOh,Soul of the Duelist,Horus the Black Flame Dragon LV6,SOD-EN007,Super Rare,Unlimited,Ungraded,Near Mint,0,1,6.72,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/horus-the-black-flame-dragon-lv6-sod-en007,28.82,22.0,33.0,,37.19,33.004999999999995,-11.004999999999995,-0.0049999999999954,116.58,53.575,-30.004999999999995,-41.004999999999995
Roy Yugioh,YuGiOh,Legacy of Darkness,Spear Dragon,LOD-035,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,6.69,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/spear-dragon-1st-edition-lod-035,9.14,9.1,35.0,,3.76,6.45,2.6499999999999995,28.55,213.11,176.66000000000003,-1.4499999999999993,-27.35
Roy Yugioh,YuGiOh,Pharaoh's Servant,The Legendary Fisherman,PSV-076,Ultra Rare,Unlimited,Ungraded,Near Mint,0,2,6.66,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/the-legendary-fisherman-psv-076,6.84,16.56,34.85,,6.66,6.75,9.81,28.1,339.89,303.14,-1.8999999999999986,-20.19
Roy Yugioh,YuGiOh,2004 Collectors Tin,Obnoxious Celtic Guard,CT1-EN006,Secret Rare,Limited,Ungraded,Lightly Played,0,1,6.58,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-collectible-tins-2004/obnoxious-celtic-guard-ct1-en006,7.28,42.5,45.0,,5.27,6.275,36.225,38.725,400.0,363.725,8.725000000000001,6.225000000000001
Roy Yugioh,YuGiOh,Ancient Sanctuary,Emissary of the Afterlife,AST-076,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,6.57,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/emissary-of-the-afterlife-ast-076,6.98,20.59,27.0,,6.91,6.945,13.645,20.055,28.0,-8.945,-9.945,-16.355
Roy Yugioh,YuGiOh,Pharaoh's Servant,Limiter Removal,PSV-064,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,6.43,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/limiter-removal-1st-edition-psv-064,4.18,16.22,31.9,,4.01,4.095,12.125,27.805,192.75,158.655,-2.1950000000000003,-17.875
Roy Yugioh,YuGiOh,Dark Crisis,Blast Held by a Tribute,DCR-104,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,6.4,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/blast-held-by-a-tribute-1st-edition-dcr-104,5.41,25.0,54.99,,1.46,3.435,21.565,51.555,116.5,83.065,21.555,-8.434999999999999
Roy Yugioh,YuGiOh,World Championship 2004: GBA Promo,Slate Warrior,WC4-003,Secret Rare,Limited,Ungraded,Near Mint,0,3,6.34,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-world-championship-tournament-2004/slate-warrior-wc4-003,9.35,29.0,40.0,,6.4,7.875,21.125,32.125,190.0,152.125,2.125,-8.875
Roy Yugioh,YuGiOh,The Falsebound Kingdom,Metalzoa,TFK-002,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,1,6.15,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-the-falsebound-kingdom/metalzoa-tfk-002,8.0,37.42,42.76,,5.79,6.895,30.525,35.864999999999995,183.85,146.95499999999998,5.864999999999995,0.5250000000000021
Roy Yugioh,YuGiOh,Magic Ruler,Axe of Despair,MRL-002,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,6.13,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/axe-of-despair-mrl-002,4.94,14.36,21.75,,2.83,3.8850000000000002,10.475,17.865,53.51,19.625,-12.135000000000002,-19.525
Roy Yugioh,YuGiOh,Dark Crisis,Judgment of Anubis,DCR-105,Secret Rare,1st Edition,Ungraded,Lightly Played,0,1,6.13,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/judgment-of-anubis-1st-edition-dcr-105,13.66,33.3,61.63,,3.81,8.735,24.565,52.895,261.25,222.515,22.895000000000003,-5.435000000000002
Roy Yugioh,YuGiOh,Legacy of Darkness,Luster Dragon,LOD-050,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,6.12,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/luster-dragon-1st-edition-lod-050,8.0,30.0,31.99,,3.21,5.605,24.395,26.385,602.61,567.005,-3.615000000000002,-5.605
Roy Yugioh,YuGiOh,Pharaonic Guardian,Don Zaloog,PGD-029,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,6.02,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/don-zaloog-pgd-029,6.76,13.73,60.19,,5.14,5.949999999999999,7.780000000000001,54.24,72.0,36.05,24.239999999999995,-22.22
Roy Yugioh,YuGiOh,Duelist of the Roses,Gamma the Magnet Warrior,DOR-003,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,6.01,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-the-duelists-of-the-roses/gamma-the-magnet-warrior-dor-003,7.0,23.25,44.06,,4.43,5.715,17.535,38.345,190.72,155.005,8.344999999999999,-12.465
Roy Yugioh,YuGiOh,Invasion of Chaos,D.D. Scout Plane,IOC-012,Super Rare,1st Edition,Ungraded,Near Mint,0,1,5.89,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/dd-scout-plane-1st-edition-ioc-012,4.67,8.99,22.25,,5.56,5.115,3.875,17.134999999999998,450.0,414.885,-12.865000000000002,-26.125
Roy Yugioh,YuGiOh,Starter Deck: Pegasus,Graceful Charity,SDP-040,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,5.84,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-starter-deck-pegasus/graceful-charity-sdp-040,5.0,20.35,24.61,,6.3,5.65,14.7,18.96,200.78,165.13,-11.04,-15.299999999999999
Roy Yugioh,YuGiOh,Legacy of Darkness,Drop Off,LOD-097,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.76,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/drop-off-1st-edition-lod-097,6.64,18.97,35.0,,4.09,5.365,13.605,29.635,198.41,163.045,-0.365000000000002,-16.395000000000003
Roy Yugioh,YuGiOh,Soul of the Duelist,Horus the Black Flame Dragon LV6,SOD-EN007,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,5.71,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/horus-the-black-flame-dragon-lv6-sod-en007,28.82,22.0,33.0,,35.5,32.16,-10.159999999999997,0.8400000000000034,116.58,54.42,-29.159999999999997,-40.16
Roy Yugioh,YuGiOh,Magician's Force,Skilled Dark Magician,MFC-065,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,5.7,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/skilled-dark-magician-mfc-065,6.17,22.17,24.0,,5.25,5.71,16.46,18.29,57.0,21.29,-11.71,-13.54
Roy Yugioh,YuGiOh,Pharaoh's Servant,The Legendary Fisherman,PSV-076,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,5.66,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/the-legendary-fisherman-psv-076,6.84,16.56,34.85,,2.52,4.68,11.88,30.17,339.89,305.21,0.1700000000000017,-18.12
Roy Yugioh,YuGiOh,Ancient Sanctuary,Blowback Dragon,AST-022,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,5.64,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/blowback-dragon-ast-022,7.0,21.7,38.91,,4.13,5.5649999999999995,16.134999999999998,33.345,44.3,8.735,3.344999999999999,-13.865000000000002
